block_key,product_id
block1,b000lozewy
block1,b000i7zabo
block1,b000hkpfje
block0,b00004t2un
block0,b000v7riie
block1,b00005v55b
,b00065hjvc
block0,b000nkpf7k
,b000jx5rz6
block0,b00002sam7
block2,b000ndo7n0
block0,b000gcgqvy
block0,1931102953
block20,b000ndick4
block0,b0000yebre
block1,b000egidpy
block2,b000gpsz42
block0,b000i84dum
block1,b000hus51e
block1,b000bb7fjw
block1,b000bgtvbc
block2,b000v7vz1u
block0,b0007m69s8
block1,b000051sgq
block1,b000rhdusa
block19,b000ndic86
,b000jx5shs
block1,b000ezmxz6
block3,b000v9yxj4
block1,b000pienka
block3,b000fb9w3a
block12,b000szyqam
,b000jx84va
block3,b000nkklwy
block3,b000in6tnq
block0,b000iflerk
block0,b000exu99k
block1,b000kmaa8a
block0,b000lptgc2
block0,b00005auzh
block17,b000ndibhi
block1,b00005rd70
block0,b0000cdvuh
block1,b000rsk7k8
block1,b0009x6qew
block1,b000tdgyks
block0,b000pihtbk
block0,b0002yiuns
block0,b000in8mj0
block22,b000cs3s2c
block0,b00005bigp
block3,b000h1df7w
block1,b000p9cr66
block1,b000j588g4
